livestockId,farmId,animalType,breed,age,quantity,healthStatus
LV-3806,FARM-2073,Pig,Tamworth,14 months,380,Healthy
LV-3807,FARM-2041,Pig,Chester White,12 months,254,At Risk
LV-3808,FARM-2088,Pig,Duroc,20 months,24,Healthy
LV-3809,FARM-2073,Pig,Tamworth,6 months,404,Healthy
LV-3810,FARM-2098,Layer,Aseel,28 months,218,Sick
LV-3811,FARM-2015,Broiler,Ross 308,25 months,32,Healthy
LV-3812,FARM-2005,Pig,Pietrain,35 months,294,Healthy
LV-3813,FARM-2064,Pig,Hampshire,10 months,30,Healthy
LV-3814,FARM-2050,Layer,Cobb 500,15 months,226,Healthy
LV-3815,FARM-2050,Broiler,Hy-Line Brown,22 months,47,Healthy
LV-3816,FARM-2095,Pig,Large White,36 months,209,Healthy
LV-3817,FARM-2051,Breeder,Kadaknath,9 months,395,Healthy
LV-3818,FARM-2071,Broiler,Vanraja,26 months,338,Healthy
LV-3819,FARM-2071,Breeder,Lohmann Brown,16 months,41,Healthy
LV-3820,FARM-2055,Pig,Pietrain,6 months,62,Healthy
LV-3821,FARM-2054,Pig,Pietrain,23 months,102,Healthy
LV-3822,FARM-2076,Breeder,Ross 308,20 months,91,Sick
LV-3823,FARM-2078,Layer,Hy-Line Brown,29 months,27,At Risk
LV-3824,FARM-2029,Broiler,Aseel,10 months,392,Healthy
LV-3825,FARM-2010,Pig,Duroc,4 months,129,Sick
LV-3826,FARM-2018,Layer,Ross 308,22 months,360,At Risk
LV-3827,FARM-2039,Pig,Chester White,31 months,16,Healthy
LV-3828,FARM-2094,Breeder,Lohmann Brown,14 months,284,Healthy
LV-3829,FARM-2033,Pig,Chester White,10 months,360,Healthy
LV-3830,FARM-2002,Layer,Ross 308,17 months,92,Healthy
LV-3831,FARM-2025,Breeder,Giriraja,4 months,243,Healthy
LV-3832,FARM-2001,Broiler,Kadaknath,18 months,344,At Risk
LV-3833,FARM-2084,Pig,Pietrain,7 months,14,Healthy
LV-3834,FARM-2083,Pig,Tamworth,15 months,199,Healthy
LV-3835,FARM-2090,Broiler,Aseel,32 months,448,Healthy
LV-3836,FARM-2011,Pig,Landrace,13 months,261,Sick
LV-3837,FARM-2071,Breeder,Ross 308,3 months,131,At Risk
LV-3838,FARM-2039,Pig,Pietrain,32 months,206,Healthy
LV-3839,FARM-2002,Layer,Aseel,23 months,325,Healthy
LV-3840,FARM-2064,Pig,Berkshire,4 months,325,Healthy
LV-3841,FARM-2049,Broiler,Giriraja,15 months,82,Healthy
LV-3842,FARM-2050,Breeder,Hy-Line Brown,6 months,378,Healthy
LV-3843,FARM-2086,Breeder,Lohmann Brown,27 months,128,Healthy
LV-3844,FARM-2054,Pig,Berkshire,22 months,234,Healthy
LV-3845,FARM-2026,Pig,Landrace,35 months,355,At Risk
LV-3846,FARM-2017,Pig,Berkshire,34 months,470,Healthy
LV-3847,FARM-2098,Broiler,Hy-Line Brown,21 months,39,Healthy
LV-3848,FARM-2092,Broiler,Hy-Line Brown,21 months,434,At Risk
LV-3849,FARM-2093,Pig,Large White,21 months,455,Sick
LV-3850,FARM-2052,Layer,Vanraja,18 months,82,At Risk
LV-3851,FARM-2013,Broiler,Hy-Line Brown,2 months,395,Sick
LV-3852,FARM-2078,Layer,Lohmann Brown,15 months,123,Healthy
LV-3853,FARM-2045,Pig,Duroc,31 months,73,Healthy
LV-3854,FARM-2077,Layer,Aseel,12 months,441,Healthy
LV-3855,FARM-2060,Broiler,Hy-Line Brown,13 months,120,Healthy
LV-3856,FARM-2097,Broiler,Giriraja,27 months,118,Healthy
LV-3857,FARM-2025,Broiler,Cobb 500,12 months,479,Sick
LV-3858,FARM-2056,Breeder,Vanraja,21 months,448,Healthy
LV-3859,FARM-2031,Pig,Tamworth,26 months,402,Healthy
LV-3860,FARM-2094,Layer,Aseel,26 months,318,Sick
LV-3861,FARM-2073,Pig,Large White,34 months,60,Healthy
LV-3862,FARM-2005,Pig,Hampshire,34 months,280,Healthy
LV-3863,FARM-2094,Broiler,Kadaknath,34 months,396,Healthy
LV-3864,FARM-2006,Pig,Hampshire,19 months,230,Healthy
LV-3865,FARM-2038,Layer,Vanraja,11 months,221,Healthy
LV-3866,FARM-2006,Pig,Landrace,30 months,429,Healthy
LV-3867,FARM-2011,Pig,Duroc,12 months,403,Healthy
LV-3868,FARM-2089,Pig,Landrace,26 months,216,Healthy
LV-3869,FARM-2003,Broiler,Vanraja,13 months,456,Healthy
LV-3870,FARM-2032,Pig,Pietrain,11 months,372,Healthy
LV-3871,FARM-2011,Pig,Duroc,29 months,329,Healthy
LV-3872,FARM-2067,Breeder,Kadaknath,33 months,318,Sick
LV-3873,FARM-2048,Pig,Tamworth,3 months,398,Healthy
LV-3874,FARM-2042,Breeder,Hy-Line Brown,11 months,449,Healthy
LV-3875,FARM-2098,Breeder,Ross 308,27 months,162,Healthy
LV-3876,FARM-2098,Layer,Giriraja,12 months,65,At Risk
LV-3877,FARM-2025,Broiler,Giriraja,1 months,239,Healthy
LV-3878,FARM-2063,Breeder,Ross 308,32 months,126,Healthy
LV-3879,FARM-2084,Pig,Chester White,30 months,214,Healthy
LV-3880,FARM-2076,Breeder,Ross 308,16 months,456,Healthy
LV-3881,FARM-2079,Breeder,Lohmann Brown,4 months,99,Healthy
LV-3882,FARM-2083,Pig,Pietrain,3 months,79,At Risk
LV-3883,FARM-2085,Pig,Berkshire,22 months,476,Healthy
LV-3884,FARM-2013,Layer,Hy-Line Brown,11 months,349,Healthy
LV-3885,FARM-2084,Pig,Landrace,30 months,388,Healthy
LV-3886,FARM-2004,Broiler,Giriraja,21 months,193,At Risk
LV-3887,FARM-2008,Pig,Tamworth,36 months,38,Healthy
LV-3888,FARM-2017,Pig,Duroc,18 months,173,Healthy
LV-3889,FARM-2067,Broiler,Lohmann Brown,4 months,60,Healthy
LV-3890,FARM-2080,Breeder,Cobb 500,31 months,375,Healthy
LV-3891,FARM-2090,Layer,Kadaknath,21 months,137,Healthy
LV-3892,FARM-2079,Layer,Hy-Line Brown,32 months,271,Healthy
LV-3893,FARM-2063,Layer,Hy-Line Brown,15 months,367,Healthy
LV-3894,FARM-2024,Broiler,Cobb 500,2 months,243,Healthy
LV-3895,FARM-2015,Breeder,Lohmann Brown,27 months,216,Healthy
LV-3896,FARM-2044,Breeder,Lohmann Brown,1 months,332,Healthy
LV-3897,FARM-2036,Pig,Berkshire,5 months,162,Healthy
LV-3898,FARM-2070,Pig,Pietrain,1 months,63,Healthy
LV-3899,FARM-2043,Layer,Ross 308,12 months,104,Healthy
LV-3900,FARM-2043,Breeder,Vanraja,31 months,413,Healthy
LV-3901,FARM-2017,Pig,Chester White,10 months,326,Healthy
LV-3902,FARM-2068,Layer,Vanraja,27 months,480,Healthy
LV-3903,FARM-2066,Pig,Berkshire,21 months,289,Healthy
LV-3904,FARM-2026,Pig,Pietrain,23 months,38,Sick
LV-3905,FARM-2035,Broiler,Aseel,25 months,325,Healthy
LV-3906,FARM-2021,Breeder,Kadaknath,12 months,309,Healthy
LV-3907,FARM-2096,Pig,Berkshire,21 months,368,Healthy
LV-3908,FARM-2052,Broiler,Vanraja,16 months,195,Healthy
LV-3909,FARM-2038,Broiler,Giriraja,12 months,62,Healthy
LV-3910,FARM-2004,Broiler,Cobb 500,29 months,264,Healthy
LV-3911,FARM-2061,Breeder,Hy-Line Brown,13 months,179,At Risk
LV-3912,FARM-2093,Pig,Berkshire,21 months,78,At Risk
LV-3913,FARM-2012,Breeder,Hy-Line Brown,14 months,375,Healthy
LV-3914,FARM-2049,Breeder,Cobb 500,1 months,164,Sick
LV-3915,FARM-2087,Pig,Duroc,22 months,244,At Risk
LV-3916,FARM-2013,Breeder,Giriraja,2 months,300,At Risk
LV-3917,FARM-2081,Pig,Hampshire,21 months,107,Healthy
LV-3918,FARM-2035,Breeder,Aseel,29 months,348,Healthy
LV-3919,FARM-2019,Pig,Landrace,18 months,63,Healthy
LV-3920,FARM-2079,Breeder,Cobb 500,14 months,282,Healthy
LV-3921,FARM-2040,Pig,Berkshire,10 months,487,Healthy
LV-3922,FARM-2036,Pig,Hampshire,11 months,41,Healthy
LV-3923,FARM-2043,Breeder,Vanraja,4 months,71,Healthy
LV-3924,FARM-2086,Broiler,Cobb 500,25 months,32,Healthy
LV-3925,FARM-2050,Broiler,Vanraja,23 months,164,Healthy
LV-3926,FARM-2025,Breeder,Cobb 500,30 months,295,Healthy
LV-3927,FARM-2089,Pig,Chester White,7 months,238,Healthy
LV-3928,FARM-2082,Breeder,Vanraja,31 months,123,Sick
LV-3929,FARM-2018,Breeder,Giriraja,24 months,205,Healthy
LV-3930,FARM-2085,Pig,Pietrain,21 months,237,Healthy
LV-3931,FARM-2008,Pig,Chester White,8 months,184,Healthy
LV-3932,FARM-2021,Layer,Aseel,9 months,265,Healthy
LV-3933,FARM-2091,Broiler,Aseel,36 months,337,Healthy
LV-3934,FARM-2038,Breeder,Vanraja,26 months,307,Healthy
LV-3935,FARM-2079,Broiler,Hy-Line Brown,31 months,201,Healthy
LV-3936,FARM-2026,Pig,Tamworth,28 months,295,At Risk
LV-3937,FARM-2069,Pig,Hampshire,12 months,344,Healthy
LV-3938,FARM-2094,Breeder,Vanraja,8 months,308,Healthy
LV-3939,FARM-2041,Pig,Duroc,29 months,95,Healthy
LV-3940,FARM-2051,Broiler,Cobb 500,25 months,172,Healthy
LV-3941,FARM-2084,Pig,Large White,6 months,116,At Risk
LV-3942,FARM-2074,Pig,Large White,10 months,343,Healthy
LV-3943,FARM-2068,Layer,Kadaknath,29 months,105,Healthy
LV-3944,FARM-2040,Pig,Berkshire,20 months,475,Sick
LV-3945,FARM-2055,Pig,Pietrain,6 months,303,Healthy
LV-3946,FARM-2065,Layer,Hy-Line Brown,19 months,36,Healthy
LV-3947,FARM-2070,Pig,Large White,1 months,365,Healthy
LV-3948,FARM-2045,Pig,Duroc,19 months,448,Healthy
LV-3949,FARM-2055,Pig,Tamworth,21 months,369,Healthy
LV-3950,FARM-2048,Pig,Tamworth,35 months,113,Healthy
LV-3951,FARM-2060,Broiler,Lohmann Brown,36 months,201,At Risk
LV-3952,FARM-2046,Layer,Hy-Line Brown,19 months,451,Healthy
LV-3953,FARM-2017,Pig,Large White,5 months,336,Healthy
LV-3954,FARM-2092,Layer,Kadaknath,9 months,48,Healthy
LV-3955,FARM-2053,Layer,Kadaknath,12 months,237,Healthy
LV-3956,FARM-2070,Pig,Chester White,25 months,186,Healthy
LV-3957,FARM-2054,Pig,Large White,32 months,438,Healthy
LV-3958,FARM-2091,Breeder,Giriraja,27 months,479,Healthy
LV-3959,FARM-2046,Broiler,Ross 308,31 months,365,Healthy
LV-3960,FARM-2074,Pig,Chester White,6 months,77,Healthy
LV-3961,FARM-2067,Layer,Vanraja,34 months,45,Healthy
LV-3962,FARM-2078,Broiler,Lohmann Brown,31 months,327,Healthy
LV-3963,FARM-2085,Pig,Duroc,35 months,413,Healthy
LV-3964,FARM-2078,Broiler,Aseel,35 months,403,Healthy
LV-3965,FARM-2058,Pig,Chester White,22 months,220,Healthy
LV-3966,FARM-2037,Pig,Berkshire,11 months,23,Healthy
LV-3967,FARM-2076,Breeder,Giriraja,17 months,36,Healthy
LV-3968,FARM-2074,Pig,Landrace,4 months,341,Sick
LV-3969,FARM-2094,Breeder,Ross 308,19 months,253,Healthy
LV-3970,FARM-2064,Pig,Duroc,18 months,134,Healthy
LV-3971,FARM-2035,Layer,Giriraja,1 months,384,Healthy
LV-3972,FARM-2022,Breeder,Hy-Line Brown,29 months,194,At Risk
LV-3973,FARM-2033,Pig,Hampshire,32 months,97,At Risk
LV-3974,FARM-2004,Layer,Cobb 500,10 months,309,Sick
LV-3975,FARM-2019,Pig,Chester White,27 months,399,Healthy
LV-3976,FARM-2084,Pig,Chester White,11 months,112,Healthy
LV-3977,FARM-2044,Broiler,Giriraja,8 months,31,Healthy
LV-3978,FARM-2051,Layer,Giriraja,31 months,387,Sick
LV-3979,FARM-2068,Broiler,Kadaknath,25 months,247,Healthy
LV-3980,FARM-2067,Layer,Ross 308,19 months,479,At Risk
LV-3981,FARM-2048,Pig,Pietrain,34 months,354,Sick
LV-3982,FARM-2012,Breeder,Aseel,28 months,317,At Risk
LV-3983,FARM-2034,Pig,Pietrain,18 months,141,At Risk
LV-3984,FARM-2032,Pig,Tamworth,30 months,400,Healthy
LV-3985,FARM-2030,Pig,Hampshire,34 months,177,Healthy
LV-3986,FARM-2023,Pig,Pietrain,36 months,10,Healthy
LV-3987,FARM-2008,Pig,Large White,27 months,55,Healthy
LV-3988,FARM-2087,Pig,Chester White,23 months,117,Healthy
LV-3989,FARM-2032,Pig,Hampshire,3 months,17,Healthy
LV-3990,FARM-2007,Breeder,Lohmann Brown,8 months,367,Sick
LV-3991,FARM-2011,Pig,Landrace,25 months,341,At Risk
LV-3992,FARM-2082,Breeder,Hy-Line Brown,8 months,361,Healthy
LV-3993,FARM-2037,Pig,Chester White,5 months,332,Healthy
LV-3994,FARM-2035,Layer,Aseel,17 months,87,At Risk
LV-3995,FARM-2035,Broiler,Kadaknath,25 months,175,Sick
LV-3996,FARM-2033,Pig,Berkshire,12 months,230,Healthy
LV-3997,FARM-2025,Breeder,Kadaknath,12 months,335,Healthy
LV-3998,FARM-2018,Breeder,Kadaknath,14 months,319,Healthy
LV-3999,FARM-2056,Breeder,Giriraja,7 months,22,Healthy
